DOLocationID,payment_type,congestion_surcharge,total_amount,tip_amount
172,1.0,0.0,46.25,0.0
245,1.0,0.0,100.27,2.75
6,1.0,0.0,50.36,0.0
115,1.0,0.0,43.78,2.75
6,1.0,0.0,49.86,0.0
245,1.0,0.0,107.32,2.75
176,1.0,0.0,59.42,0.0
6,1.0,0.0,50.43,0.0
206,1.0,0.0,59.88,0.0
156,1.0,0.0,72.68,0.0
23,1.0,0.0,63.04,0.0
206,1.0,0.0,84.92,0.0
156,1.0,0.0,73.77,0.0
206,1.0,0.0,41.6,0.0
156,1.0,0.0,101.55,0.0
221,1.0,0.0,67.25,0.0
214,1.0,0.0,52.82,0.0
23,1.0,0.0,79.01,0.0
251,1.0,0.0,59.45,0.0
23,1.0,0.0,92.75,0.0
156,1.0,0.0,73.05,0.0
115,1.0,0.0,85.83,2.75
156,1.0,0.0,93.04,0.0
206,1.0,0.0,117.75,0.0
23,1.0,0.0,112.25,0.0
251,1.0,0.0,54.6,0.0
214,1.0,0.0,57.3,0.0
109,1.0,0.0,65.96,0.0
206,1.0,0.0,52.76,0.0
187,1.0,0.0,104.95,0.0
214,1.0,0.0,63.02,0.0
206,1.0,0.0,41.3,0.0
156,1.0,0.0,93.06,0.0
206,1.0,0.0,78.97,0.0
214,1.0,0.0,51.15,0.0
206,1.0,0.0,66.41,0.0
23,1.0,0.0,73.07,0.0
221,1.0,0.0,46.58,0.0
156,1.0,0.0,73.39,2.75
221,1.0,0.0,80.73,0.0
23,1.0,0.0,109.81,0.0
214,1.0,0.0,50.58,0.0
6,1.0,0.0,79.68,0.0
115,1.0,0.0,76.38,0.0
156,1.0,0.0,94.59,0.0
206,1.0,0.0,66.57,0.0
206,1.0,0.0,41.52,0.0
6,1.0,0.0,67.77,0.0
206,1.0,0.0,68.5,0.0
23,1.0,0.0,77.47,0.0
23,1.0,0.0,72.93,0.0
156,1.0,0.0,97.5,2.75
206,1.0,0.0,81.56,0.0
23,1.0,0.0,110.02,0.0
221,1.0,0.0,38.15,0.0
156,1.0,0.0,63.22,0.0
23,1.0,0.0,62.15,0.0
23,1.0,0.0,50.28,0.0
23,1.0,0.0,86.14,0.0
115,1.0,0.0,45.68,2.75
5,1.0,0.0,55.82,2.75
6,1.0,0.0,79.19,0.0
156,1.0,0.0,93.07,0.0
23,1.0,0.0,94.25,0.0
23,1.0,0.0,66.62,0.0
206,1.0,0.0,57.83,0.0
5,1.0,0.0,73.25,2.75
5,1.0,0.0,72.21,2.75
109,1.0,0.0,57.38,0.0
156,1.0,0.0,72.77,0.0
23,1.0,0.0,103.03,0.0
214,1.0,0.0,53.46,0.0
23,1.0,0.0,116.36,2.75
156,1.0,0.0,101.55,0.0
23,1.0,0.0,103.64,0.0
6,1.0,0.0,71.46,0.0
23,1.0,0.0,95.53,0.0
23,1.0,0.0,72.21,0.0
23,1.0,0.0,46.86,0.0
23,1.0,0.0,63.75,0.0
23,1.0,0.0,71.48,0.0
